"Start Date","Max Air Temp. (°C)","Min Air Temp. (°C)","Mean Air Temp. (°C)","Rainfall (mm)","Evapo-transpiration (mm/d)"
"Fri, Jun 23, 2023","15.5","13.9","14.7","17.4","0.2"
"Sat, Jun 24, 2023","15.4","12.8","14.1","7.1","0.3"
"Sun, Jun 25, 2023","16.2","6.3","11.2","0.6","0.5"
"Mon, Jun 26, 2023","16.6","9.3","13.0","27.5","0.4"
"Tue, Jun 27, 2023","17.0","4.0","10.5","0.0","0.4"
"Wed, Jun 28, 2023","15.8","4.8","10.3","0.0","0.4"
"Thu, Jun 29, 2023","17.2","7.3","12.3","0.0","0.8"
"Fri, Jun 30, 2023","15.0","7.4","11.2","2.4","0.7"
"Sat, Jul 1, 2023","14.2","6.8","10.5","0.2","0.9"
"Sun, Jul 2, 2023","13.6","1.1","7.3","0.0","1.0"
"Mon, Jul 3, 2023","16.2","-0.0","8.1","0.8","0.6"
"Tue, Jul 4, 2023","18.1","4.3","11.2","0.0","1.3"
"Wed, Jul 5, 2023","17.4","1.3","9.3","0.0","1.3"
"Thu, Jul 6, 2023","15.0","-0.6","7.2","0.0","0.6"
"Fri, Jul 7, 2023","13.4","2.2","7.8","7.6","0.6"
"Sat, Jul 8, 2023","13.8","8.6","11.2","21.2","0.1"
"Sun, Jul 9, 2023","13.5","10.4","11.9","21.6","0.1"
"Mon, Jul 10, 2023","16.2","4.2","10.2","0.0","0.6"
"Tue, Jul 11, 2023","15.9","5.8","10.9","0.1","0.5"
"Wed, Jul 12, 2023","17.7","1.1","9.4","0.0","0.9"
"Thu, Jul 13, 2023","16.3","5.4","10.8","0.0","0.8"
"Fri, Jul 14, 2023","18.4","5.7","12.1","0.0","1.2"
"Sat, Jul 15, 2023","18.5","5.7","12.1","0.0","0.9"
"Sun, Jul 16, 2023","19.1","6.9","13.0","3.8","1.5"
"Mon, Jul 17, 2023","15.9","2.7","9.3","0.0","0.8"
"Tue, Jul 18, 2023","18.2","1.9","10.1","0.0","0.8"
"Wed, Jul 19, 2023","18.8","3.0","10.9","0.0","0.9"
"Thu, Jul 20, 2023","16.5","4.3","10.4","7.0","0.6"
"Fri, Jul 21, 2023","10.6","7.8","9.2","10.2","0.2"
"Sat, Jul 22, 2023","12.2","7.2","9.7","0.0","0.6"
"Sun, Jul 23, 2023","15.9","6.8","11.4","0.0","0.5"
"Mon, Jul 24, 2023","14.6","2.4","8.5","0.0","0.7"
"Tue, Jul 25, 2023","17.9","6.1","12.0","0.6","1.1"
"Wed, Jul 26, 2023","11.0","-0.5","5.3","0.0","0.8"
"Thu, Jul 27, 2023","15.7","5.5","10.6","0.5","0.8"
"Fri, Jul 28, 2023","12.1","0.4","6.3","1.2","0.6"
"Sat, Jul 29, 2023","13.7","-0.3","6.7","0.0","0.7"
"Sun, Jul 30, 2023","15.5","-1.4","7.1","0.0","0.8"
"Mon, Jul 31, 2023","15.8","2.3","9.1","0.1","0.8"
"Tue, Aug 1, 2023","19.5","7.4","13.4","0.5","1.6"
"Wed, Aug 2, 2023","14.4","4.0","9.2","1.4","1.1"
"Thu, Aug 3, 2023","11.2","4.9","8.1","0.0","1.4"
"Fri, Aug 4, 2023","15.9","2.3","9.1","0.0","1.1"
"Sat, Aug 5, 2023","13.0","-0.5","6.2","0.0","0.8"
"Sun, Aug 6, 2023","13.8","-0.2","6.8","0.0","1.0"
"Mon, Aug 7, 2023","14.3","3.5","8.9","0.0","0.7"
"Tue, Aug 8, 2023","15.6","-0.5","7.5","0.0","1.1"
"Wed, Aug 9, 2023","14.5","2.6","8.6","0.0","1.0"
"Thu, Aug 10, 2023","14.8","3.1","9.0","8.6","0.8"
"Fri, Aug 11, 2023","12.7","-2.3","5.2","0.0","1.3"
"Sat, Aug 12, 2023","15.3","1.4","8.4","0.0","1.0"
"Sun, Aug 13, 2023","18.7","6.6","12.7","0.0","1.2"
"Mon, Aug 14, 2023","19.5","1.3","10.4","1.6","1.4"
"Tue, Aug 15, 2023","18.3","0.8","9.5","0.0","1.3"
"Wed, Aug 16, 2023","17.5","6.8","12.2","0.0","1.3"
"Thu, Aug 17, 2023","14.1","-1.1","6.5","0.0","1.4"
"Fri, Aug 18, 2023","16.5","1.8","9.2","0.0","1.2"
"Sat, Aug 19, 2023","14.4","9.4","11.9","0.7","0.8"
"Sun, Aug 20, 2023","14.9","3.2","9.0","0.5","0.5"
"Mon, Aug 21, 2023","15.8","8.6","12.2","1.5","1.3"
"Tue, Aug 22, 2023","12.0","2.5","7.2","0.0","1.1"
"Wed, Aug 23, 2023","14.2","6.0","10.1","0.0","1.1"
"Thu, Aug 24, 2023","14.9","6.5","10.7","0.0","1.3"
"Fri, Aug 25, 2023","14.9","5.3","10.1","0.0","0.9"
"Sat, Aug 26, 2023","15.9","-0.3","7.8","0.0","1.3"
"Sun, Aug 27, 2023","18.5","6.7","12.6","1.7","1.2"
"Mon, Aug 28, 2023","12.5","-0.8","5.8","0.0","1.2"
"Tue, Aug 29, 2023","16.0","-0.1","8.0","0.0","1.6"
"Wed, Aug 30, 2023","16.3","2.0","9.1","0.0","1.6"
"Thu, Aug 31, 2023","17.8","0.4","9.1","0.0","1.7"
"Fri, Sep 1, 2023","17.7","-0.2","8.8","0.0","1.8"
"Sat, Sep 2, 2023","20.1","4.1","12.1","0.0","2.0"
"Sun, Sep 3, 2023","17.3","5.2","11.3","0.0","1.4"
"Mon, Sep 4, 2023","17.0","7.4","12.2","0.0","1.5"
"Tue, Sep 5, 2023","17.5","10.6","14.0","0.0","1.5"
"Wed, Sep 6, 2023","22.8","12.9","17.9","0.2","2.2"
"Thu, Sep 7, 2023","22.2","4.8","13.5","0.0","1.7"
"Fri, Sep 8, 2023","20.6","10.1","15.4","0.0","2.1"
"Sat, Sep 9, 2023","17.9","5.7","11.8","0.0","1.5"
"Sun, Sep 10, 2023","16.9","10.1","13.5","0.3","2.0"
"Mon, Sep 11, 2023","19.8","5.8","12.8","0.9","2.0"
"Tue, Sep 12, 2023","19.9","9.1","14.5","0.0","3.2"
"Wed, Sep 13, 2023","19.0","5.7","12.3","0.0","2.7"
"Thu, Sep 14, 2023","19.8","9.4","14.6","0.0","3.3"
"Fri, Sep 15, 2023","19.8","3.5","11.7","0.3","2.3"
"Sat, Sep 16, 2023","21.1","9.6","15.4","0.0","3.3"
"Sun, Sep 17, 2023","24.8","16.2","20.5","0.0","4.5"
"Mon, Sep 18, 2023","21.5","5.1","13.3","0.0","4.2"
"Tue, Sep 19, 2023","22.4","10.5","16.5","0.0","3.4"
"Wed, Sep 20, 2023","22.8","5.8","14.3","0.0","2.7"
"Thu, Sep 21, 2023","25.2","13.6","19.4","0.0","2.8"
"Fri, Sep 22, 2023","24.6","15.2","19.9","0.0","3.2"
"Sat, Sep 23, 2023","21.1","11.3","16.2","5.0","1.7"
"Sun, Sep 24, 2023","14.9","10.7","12.8","13.7","0.8"
"Mon, Sep 25, 2023","14.0","11.1","12.5","21.9","0.3"
"Tue, Sep 26, 2023","15.4","8.5","12.0","9.5","1.3"
"Wed, Sep 27, 2023","16.2","4.3","10.2","0.0","1.7"
"Thu, Sep 28, 2023","20.1","7.3","13.7","0.6","3.2"
"Fri, Sep 29, 2023","17.9","11.6","14.7","0.1","3.0"
"Sat, Sep 30, 2023","14.0","4.6","9.3","4.3","1.0"
"Sun, Oct 1, 2023","19.4","13.0","16.2","0.0","3.2"
"Mon, Oct 2, 2023","24.3","8.5","16.4","0.0","3.8"
"Tue, Oct 3, 2023","14.8","1.6","8.2","0.0","2.2"
"Wed, Oct 4, 2023","17.4","4.7","11.0","0.0","2.9"
"Thu, Oct 5, 2023","22.9","6.1","14.5","0.0","3.0"
"Fri, Oct 6, 2023","19.1","7.1","13.1","0.0","2.5"
"Sat, Oct 7, 2023","21.4","9.5","15.5","18.4","1.4"
"Sun, Oct 8, 2023","12.3","6.0","9.1","4.3","0.7"
"Mon, Oct 9, 2023","18.2","7.1","12.6","0.0","2.9"
"Tue, Oct 10, 2023","20.5","5.9","13.2","0.0","2.8"
"Wed, Oct 11, 2023","17.7","6.7","12.2","1.0","2.5"
"Thu, Oct 12, 2023","19.7","4.1","11.9","0.0","3.1"
"Fri, Oct 13, 2023","22.1","11.6","16.8","0.0","3.5"
"Sat, Oct 14, 2023","22.8","8.8","15.8","0.0","4.1"
"Sun, Oct 15, 2023","24.4","10.4","17.4","0.0","4.5"
"Mon, Oct 16, 2023","22.1","11.3","16.7","0.0","2.5"
"Tue, Oct 17, 2023","26.4","10.8","18.6","6.5","3.9"
"Wed, Oct 18, 2023","21.8","11.8","16.8","0.1","2.1"
"Thu, Oct 19, 2023","22.9","10.4","16.6","0.1","3.2"
"Fri, Oct 20, 2023","25.8","7.7","16.7","0.0","3.8"
"Sat, Oct 21, 2023","23.0","12.7","17.9","0.5","2.6"
"Sun, Oct 22, 2023","18.3","10.0","14.1","0.5","2.0"
"Mon, Oct 23, 2023","18.6","5.4","12.0","0.0","3.3"
"Tue, Oct 24, 2023","24.1","13.5","18.8","0.0","3.4"
"Wed, Oct 25, 2023","24.6","15.5","20.0","0.0","4.7"
"Thu, Oct 26, 2023","28.3","17.2","22.7","0.0","4.6"
"Fri, Oct 27, 2023","19.5","2.7","11.1","0.0","3.2"
"Sat, Oct 28, 2023","17.3","3.0","10.2","0.0","3.8"
"Sun, Oct 29, 2023","17.8","9.9","13.9","0.3","2.9"
"Mon, Oct 30, 2023","16.4","12.7","14.5","19.8","0.6"
"Tue, Oct 31, 2023","18.8","15.7","17.2","0.7","0.8"
"Wed, Nov 1, 2023","23.9","12.0","17.9","0.5","2.4"
"Thu, Nov 2, 2023","24.3","12.2","18.3","0.0","3.1"
"Fri, Nov 3, 2023","23.8","7.1","15.4","2.8","1.5"
"Sat, Nov 4, 2023","24.7","9.9","17.3","0.0","4.3"
"Sun, Nov 5, 2023","22.0","12.8","17.4","0.9","3.2"
"Mon, Nov 6, 2023","17.5","10.7","14.1","4.9","2.0"
"Tue, Nov 7, 2023","18.1","10.2","14.2","15.4","1.8"
"Wed, Nov 8, 2023","16.9","6.2","11.5","0.0","2.4"
"Thu, Nov 9, 2023","18.1","7.5","12.8","0.1","3.3"
"Fri, Nov 10, 2023","17.1","4.3","10.7","0.0","3.1"
"Sat, Nov 11, 2023","19.6","4.3","12.0","0.0","3.9"
"Sun, Nov 12, 2023","23.7","7.1","15.4","0.0","4.2"
"Mon, Nov 13, 2023","25.3","10.7","18.0","0.0","5.1"
"Tue, Nov 14, 2023","26.4","10.0","18.2","0.0","5.2"
"Wed, Nov 15, 2023","26.9","13.5","20.2","0.0","4.9"
"Thu, Nov 16, 2023","24.9","12.3","18.6","0.0","4.4"
"Fri, Nov 17, 2023","26.2","14.4","20.3","0.7","3.7"
"Sat, Nov 18, 2023","17.0","14.0","15.5","10.3","0.9"
"Sun, Nov 19, 2023","18.9","14.9","16.9","13.9","1.3"
"Mon, Nov 20, 2023","16.6","13.5","15.0","20.0","1.1"
"Tue, Nov 21, 2023","19.6","14.0","16.8","5.5","2.1"
"Wed, Nov 22, 2023","23.2","11.5","17.3","1.0","2.4"
"Thu, Nov 23, 2023","24.4","11.0","17.7","0.2","3.4"
"Fri, Nov 24, 2023","12.7","9.3","11.0","12.7","1.0"
"Sat, Nov 25, 2023","14.6","11.3","13.0","3.2","0.9"
"Sun, Nov 26, 2023","19.5","5.4","12.4","0.0","2.7"
"Mon, Nov 27, 2023","21.3","9.5","15.4","0.0","4.2"
"Tue, Nov 28, 2023","27.6","14.8","21.2","0.0","4.5"
"Wed, Nov 29, 2023","17.6","8.3","13.0","0.2","1.8"
"Thu, Nov 30, 2023","22.7","12.7","17.7","0.0","3.7"
"Fri, Dec 1, 2023","19.2","12.5","15.8","5.2","2.1"
"Sat, Dec 2, 2023","23.0","14.2","18.6","0.0","3.8"
"Sun, Dec 3, 2023","20.8","14.9","17.8","-","1.3"
"Mon, Dec 4, 2023","19.6","12.3","15.9","-","0.8"
"Tue, Dec 5, 2023","15.7","12.5","14.1","-","1.3"
"Wed, Dec 6, 2023","23.3","11.1","17.2","-","2.3"
"Thu, Dec 7, 2023","26.3","13.9","20.1","-","4.5"
"Fri, Dec 8, 2023","22.6","9.8","16.2","-","3.4"
"Sat, Dec 9, 2023","26.1","15.3","20.7","-","4.6"
"Sun, Dec 10, 2023","22.0","11.1","16.6","-","1.4"
"Mon, Dec 11, 2023","21.0","10.8","15.9","0.1","2.8"
"Tue, Dec 12, 2023","23.0","5.3","14.2","0.0","3.9"
"Wed, Dec 13, 2023","-","-","-","-","3.9"
